timestamp,bool
2.08,True
5.11,False
10.04,True
13.1,False
17.05,True
20.11,False
23.19,False
27.04,True
30.13,False
33.13,False
36.98,False
40.05,False
43.13,False
47.04,False
50.07,True
53.1,True
57.06,False
60.05,False
63.12,True
66.93,True
70.04,True
73.12,True
76.57,False
80.06,False
83.12,True
86.29,True
90.04,True
93.11,True
96.54,False
100.04,True
103.11,True
106.52,True
110.04,False
113.11,False
116.35,False
120.05,True
123.1,False
126.18,False
130.06,True
133.09,False
136.14,True
140.05,False
143.06,False
146.14,True
150.05,True
153.11,False
156.15,False
160.05,True
163.06,False
166.11,True
169.86,True
173.04,True
176.13,False
179.59,False
183.05,False
186.11,False
189.54,False
193.04,True
196.11,False
199.45,True
203.03,True
206.11,False
209.41,True
213.04,False
216.12,True
219.11,True
223.04,True
226.05,False
229.11,False
232.88,False
236.05,False
239.11,True
242.65,False
246.06,False
249.12,True
252.47,True
256.04,False
259.12,True
262.3,False
266.05,True
269.05,False
272.1,True
275.77,False
279.05,True
282.11,False
285.56,False
289.06,False
292.12,False
295.48,False
299.03,False
302.13,True
305.24,False
309.05,True
312.11,False
315.99,True
319.05,False
322.11,True
325.67,False
329.05,True
332.1,False
335.57,True
339.05,True
342.12,True
345.42,False
349.04,True
352.11,False
355.26,False
359.05,False
362.1,False
365.18,True
369.04,False
372.14,True
376.04,False
379.08,True
382.13,False
385.96,False
389.06,True
392.11,False
395.58,False
399.05,False
402.12,False
405.25,False
409.05,False
412.12,False
415.19,False
419.04,True
422.13,False
425.12,True
429.03,False
432.05,True
435.12,True
438.9,True
442.04,False
445.12,False
448.47,True
452.05,False
455.11,False
458.24,True
462.06,False
465.11,True
468.14,True
472.06,False
475.05,True
478.13,False
481.91,False
485.04,False
488.13,False
491.91,True
495.06,False
498.12,False
501.95,False
505.04,True
508.13,True
511.94,False
515.05,False
518.09,False
521.78,False
525.05,False
528.13,True
531.66,False
535.04,True
538.13,True
541.6,False
545.05,True
548.12,False
551.44,True
555.05,True
558.13,False
561.31,True
565.06,False
568.12,False
571.41,False
575.05,False
578.1,False
581.44,False
585.04,True
588.11,True
591.53,False
595.05,True
598.1,True
601.36,False
606.04,True
609.11,False
612.49,False
616.06,True
619.11,False
623.03,False
626.07,False
629.11,False
633.03,True
636.09,False
639.74,True
643.05,False
646.1,True
649.36,True
653.06,False
656.12,True
659.55,False
663.06,False
666.12,True
669.33,True
673.05,True
676.12,True
679.12,False
683.02,True
686.06,False
689.12,True
693.05,True
696.11,False
699.12,True
703.08,False
706.05,True
709.13,True
712.79,False
716.06,False
719.13,False
722.76,False
726.04,False
729.1,False
732.97,False
736.04,True
739.1,False
742.72,True
746.05,True
749.12,False
752.63,True
756.05,True
759.12,False
762.53,True
766.05,False
769.13,True
772.49,True
776.06,False
779.12,True
782.18,True
786.04,False
789.04,False
792.35,True
795.76,True
798.73,False
801.85,True
804.93,False
808.06,False
811.13,True
814.61,False
818.06,False
821.11,True
824.57,False
828.13,True
832.16,True
835.11,True
838.81,False
842.06,True
845.11,True
848.94,True
852.06,True
855.11,False
858.92,False
862.05,True
865.12,False
868.32,False
872.05,False
875.12,True
878.65,False
